Survey ResponseID,Q-demos-age,Q-demos-hispanic,Q-demos-race,Q-demos-education,Q-demos-income,Q-demos-gender,Q-sexual-orientation,Q-demos-state,Q-amazon-use-howmany,Q-amazon-use-hh-size,Q-amazon-use-how-oft,Q-substance-use-cigarettes,Q-substance-use-marijuana,Q-substance-use-alcohol,Q-personal-diabetes,Q-personal-wheelchair,Q-life-changes,Q-sell-YOUR-data,Q-sell-consumer-data,Q-small-biz-use,Q-census-use,Q-research-society
R_1rAK3r0iMJ5BheI,45 - 54 years,No,White or Caucasian,Bachelor's degree,"$25,000 - $49,999",Male,LGBTQ+,New York,1 (just me!),1 (just me!),Less than 5 times per month,No,No,Yes,No,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,I don't know,No,I don't know
R_2dGCaOSuAKevfs7,18 - 24 years,No,White or Caucasian,High school diploma or GED,"$75,000 - $99,999",Male,heterosexual (straight),Nebraska,1 (just me!),1 (just me!),Less than 5 times per month,No,No,No,No,No,"Lost a job ,Moved place of residence",Yes if I get part of the profit,Yes if consumers get part of the profit,I don't know,No,I don't know
R_1LulffFsNbmcr93,55 - 64 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$100,000 - $149,999",Male,heterosexual (straight),Massachusetts,1 (just me!),1 (just me!),Less than 5 times per month,Yes,Prefer not to say,No,No,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,No,I don't know,Yes
R_1ogPEvMIjoSK6eE,25 - 34 years,Yes,"White or Caucasian,Asian",Bachelor's degree,"$75,000 - $99,999",Male,heterosexual (straight),I did not reside in the United States,1 (just me!),3,Less than 5 times per month,I stopped in the recent past,No,I stopped in the recent past,No,No,"Lost a job ,Divorce,Moved place of residence",Yes if I get part of the profit,Yes if consumers get part of the profit,I don't know,Yes,Yes
R_10ZbrhoAZPaSEW1,25 - 34 years,No,White or Caucasian,Bachelor's degree,"Less than $25,000",Male,LGBTQ+,Florida,1 (just me!),1 (just me!),Less than 5 times per month,No,No,No,No,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,No,Yes
R_1f88A1YFQZhtSi8,25 - 34 years,No,Asian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$25,000 - $49,999",Male,heterosexual (straight),Arizona,1 (just me!),1 (just me!),Less than 5 times per month,No,No,I stopped in the recent past,No,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,Yes,Yes
R_12EhwlBIzVNKK2P,25 - 34 years,No,White or Caucasian,High school diploma or GED,"$50,000 - $74,999",Male,heterosexual (straight),Illinois,1 (just me!),3,5 - 10 times per month,No,Yes,Yes,No,No,Moved place of residence,I don't know,I don't know,Yes,No,Yes
R_egkpr19CU4Xy9C9,45 - 54 years,No,White or Caucasian,Bachelor's degree,"Less than $25,000",Female,LGBTQ+,Indiana,1 (just me!),1 (just me!),5 - 10 times per month,No,Yes,No,Yes,Prefer not to say,,No,No,I don't know,No,Yes
R_2bUiaHZeb8qa8uG,35 - 44 years,No,White or Caucasian,Bachelor's degree,"$50,000 - $74,999",Male,heterosexual (straight),Pennsylvania,1 (just me!),1 (just me!),Less than 5 times per month,Yes,Yes,No,Yes,No,,No,No,No,No,No
R_27eYkZcMXFibSdM,55 - 64 years,No,White or Caucasian,High school diploma or GED,"Less than $25,000",Female,heterosexual (straight),North Carolina,1 (just me!),2,Less than 5 times per month,No,No,No,No,No,,No,No,No,No,No
R_2VkFzKtUReuEWm9,25 - 34 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$150,000 or more",Male,LGBTQ+,Arizona,1 (just me!),2,5 - 10 times per month,No,No,No,No,No,,No,No,No,No,I don't know
R_2cblokO1kLZdZKI,25 - 34 years,No,White or Caucasian,Bachelor's degree,"$75,000 - $99,999",Male,heterosexual (straight),Arizona,1 (just me!),1 (just me!),5 - 10 times per month,No,No,No,No,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,No,No,No
R_2SowakeS8ZQebAD,25 - 34 years,No,Black or African American,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$50,000 - $74,999",Female,heterosexual (straight),Ohio,2,1 (just me!),5 - 10 times per month,No,No,No,Yes,No,"Became pregnant,Had a child",Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,No,Yes
R_RekNI4I8FXKS9lT,45 - 54 years,Yes,White or Caucasian,High school diploma or GED,"$50,000 - $74,999",Female,heterosexual (straight),Florida,1 (just me!),2,Less than 5 times per month,I stopped in the recent past,No,I stopped in the recent past,No,No,,No,No,No,No,No
R_afsmqQnUctcdeY9,25 - 34 years,Yes,Other,High school diploma or GED,"$25,000 - $49,999",Male,heterosexual (straight),Texas,1 (just me!),3,Less than 5 times per month,No,No,No,No,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,Yes,Yes
R_zTi3j2QuqAzr7NL,25 - 34 years,No,Black or African American,Bachelor's degree,"$75,000 - $99,999",Female,heterosexual (straight),Maryland,2,2,Less than 5 times per month,No,No,No,No,No,,No,No,I don't know,I don't know,Yes
R_2DYNUe9cQV68GxO,25 - 34 years,No,Asian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$150,000 or more",Male,heterosexual (straight),California,2,2,5 - 10 times per month,No,No,No,No,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,No,No,Yes
R_3lt1ZPBv09u1seD,35 - 44 years,No,White or Caucasian,High school diploma or GED,"$75,000 - $99,999",Male,heterosexual (straight),Kentucky,2,3,Less than 5 times per month,No,No,No,No,No,Moved place of residence,Yes if I get part of the profit,Yes if consumers get part of the profit,No,No,No
R_3lXatUmeXT2pRD3,18 - 24 years,No,Black or African American,High school diploma or GED,"$25,000 - $49,999",Male,heterosexual (straight),Louisiana,1 (just me!),2,Less than 5 times per month,No,No,No,No,No,Moved place of residence,Yes if I get part of the profit,Yes if consumers get part of the profit,No,No,No
R_1DUTc6uWTcrQ0eJ,25 - 34 years,No,Black or African American,High school diploma or GED,"$25,000 - $49,999",Male,LGBTQ+,Florida,1 (just me!),1 (just me!),Less than 5 times per month,I stopped in the recent past,No,No,No,No,,No,No,I don't know,No,Yes
R_3IcW0cCdlMnkeZO,65 and older,No,White or Caucasian,Bachelor's degree,"$150,000 or more",Male,heterosexual (straight),California,1 (just me!),2,Less than 5 times per month,No,No,Yes,No,No,,No,No,No,No,Yes
R_2am2kEZGpe6HleR,55 - 64 years,No,White or Caucasian,High school diploma or GED,"$25,000 - $49,999",Female,LGBTQ+,Kentucky,1 (just me!),3,Less than 5 times per month,No,No,No,Yes,No,"Lost a job ,Moved place of residence",No,No,No,No,No
R_3s02y9lg8GCo9q0,35 - 44 years,Yes,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$75,000 - $99,999",Female,heterosexual (straight),Florida,2,4+,5 - 10 times per month,No,No,Yes,Yes,Yes,"Lost a job ,Had a child",No,No,No,No,I don't know
R_31XAIkcT4o6ACp7,35 - 44 years,No,White or Caucasian,Bachelor's degree,"$25,000 - $49,999",Female,heterosexual (straight),Washington,1 (just me!),1 (just me!),5 - 10 times per month,No,No,No,No,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,I don't know,No,No
R_24MKoSmvuiLEI76,35 - 44 years,No,White or Caucasian,High school diploma or GED,"$25,000 - $49,999",Female,heterosexual (straight),Mississippi,1 (just me!),2,5 - 10 times per month,No,No,Yes,No,No,Had a child,I don't know,No,Yes,Yes,Yes
R_3LXRVZSdJiqH63S,55 - 64 years,No,White or Caucasian,Bachelor's degree,"$100,000 - $149,999",Male,heterosexual (straight),Utah,3,2,5 - 10 times per month,No,No,No,No,No,Moved place of residence,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,No,Yes
R_2YKPfnktaDrPIYT,35 - 44 years,No,White or Caucasian,Bachelor's degree,"$100,000 - $149,999",Female,LGBTQ+,Colorado,2,2,5 - 10 times per month,No,Yes,No,No,No,Moved place of residence,No,No,I don't know,I don't know,Yes
R_3KOaPXDeFmf2mNp,35 - 44 years,No,White or Caucasian,High school diploma or GED,"$50,000 - $74,999",Male,heterosexual (straight),New Jersey,2,2,5 - 10 times per month,No,Yes,Yes,No,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,No,Yes,Yes
R_3L5tSFlgKbeAW9k,35 - 44 years,No,White or Caucasian,Bachelor's degree,"$25,000 - $49,999",Female,heterosexual (straight),Texas,2,2,Less than 5 times per month,No,No,No,No,Yes,,No,No,I don't know,I don't know,Yes
R_2uQjJxSekSWj3qM,25 - 34 years,No,Asian,Bachelor's degree,"$50,000 - $74,999",Female,heterosexual (straight),Texas,2,2,Less than 5 times per month,No,No,No,No,No,,No,No,No,No,No
R_3n2VXT4Z99FpnEG,35 - 44 years,No,White or Caucasian,Bachelor's degree,"$25,000 - $49,999",Female,heterosexual (straight),Kansas,1 (just me!),1 (just me!),Less than 5 times per month,No,No,No,Yes,No,,No,No,Yes,No,Yes
R_9piETGB9s3Vxj2h,35 - 44 years,No,Asian,High school diploma or GED,"$50,000 - $74,999",Male,LGBTQ+,Georgia,1 (just me!),1 (just me!),Less than 5 times per month,No,No,Yes,No,No,,No,No,No,No,Yes
R_TmUTipQ7flj3x5f,35 - 44 years,Yes,White or Caucasian,Bachelor's degree,"$100,000 - $149,999",Female,heterosexual (straight),Texas,4+,4+,Less than 5 times per month,No,No,Yes,No,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,No,I don't know,Yes
R_pmG3rFtBsPNFHc5,25 - 34 years,No,White or Caucasian,High school diploma or GED,"$25,000 - $49,999",Male,heterosexual (straight),Maryland,1 (just me!),3,Less than 5 times per month,No,I stopped in the recent past,No,No,No,Lost a job ,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,Yes,Yes
R_3KusWaiYxWt3Lwg,35 - 44 years,No,White or Caucasian,High school diploma or GED,"$25,000 - $49,999",Male,heterosexual (straight),New York,1 (just me!),1 (just me!),Less than 5 times per month,Yes,Yes,Yes,No,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,Yes,Yes
R_0vmGaO4F0OdvNQd,55 - 64 years,No,White or Caucasian,Bachelor's degree,"$25,000 - $49,999",Male,heterosexual (straight),Oregon,1 (just me!),1 (just me!),Less than 5 times per month,No,Yes,Yes,No,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,No,No,Yes
R_1Ld1FGLTStOykIS,25 - 34 years,Yes,Black or African American,High school diploma or GED,"Less than $25,000",Male,heterosexual (straight),Pennsylvania,1 (just me!),4+,Less than 5 times per month,No,No,No,No,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,No,No,I don't know
R_PBgcVvIiLghAouJ,25 - 34 years,No,Asian,Bachelor's degree,"$75,000 - $99,999",Male,heterosexual (straight),Texas,1 (just me!),4+,Less than 5 times per month,No,No,No,Yes,No,,Yes if I get part of the profit,No,Yes,No,No
R_RqX2bVT7ipyS3h7,25 - 34 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$25,000 - $49,999",Male,heterosexual (straight),Florida,1 (just me!),1 (just me!),Less than 5 times per month,No,No,No,No,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,No,No,No
R_82MLqyPbTSnivUl,25 - 34 years,No,White or Caucasian,Bachelor's degree,"$25,000 - $49,999",Male,heterosexual (straight),Wisconsin,1 (just me!),1 (just me!),Less than 5 times per month,No,No,No,No,No,Moved place of residence,No,No,I don't know,No,I don't know
R_V1EWFs6tkv2DaMN,25 - 34 years,No,White or Caucasian,High school diploma or GED,"$25,000 - $49,999",Male,LGBTQ+,California,2,3,5 - 10 times per month,I stopped in the recent past,No,No,Yes,No,Moved place of residence,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,Yes,Yes
R_1IaQCAaU1CcbXWO,35 - 44 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$25,000 - $49,999",Male,heterosexual (straight),Ohio,1 (just me!),2,Less than 5 times per month,No,No,No,No,No,,No,No,Yes,Yes,Yes
R_2BqZ1DNgxCWMozc,45 - 54 years,No,Black or African American,Bachelor's degree,"$25,000 - $49,999",Male,heterosexual (straight),Florida,1 (just me!),2,Less than 5 times per month,No,No,No,Prefer not to say,Prefer not to say,,No,No,No,No,I don't know
R_2ZNPweVWnwFNjiC,45 - 54 years,No,White or Caucasian,High school diploma or GED,"Less than $25,000",Female,heterosexual (straight),Ohio,1 (just me!),2,Less than 5 times per month,Yes,No,No,No,No,,No,No,Yes,No,Yes
R_3oXaG4hCMfIbGLl,45 - 54 years,No,White or Caucasian,High school diploma or GED,"$75,000 - $99,999",Male,heterosexual (straight),Pennsylvania,2,3,Less than 5 times per month,No,No,Yes,No,No,,No,No,No,No,I don't know
R_1Y749UrP3H63nsR,35 - 44 years,No,White or Caucasian,High school diploma or GED,"$75,000 - $99,999",Male,LGBTQ+,North Carolina,1 (just me!),1 (just me!),Less than 5 times per month,No,No,No,No,No,,No,No,No,Yes,Yes
R_Dq4AlJx0kbdQshz,35 - 44 years,No,White or Caucasian,High school diploma or GED,"$50,000 - $74,999",Female,heterosexual (straight),West Virginia,3,4+,Less than 5 times per month,Yes,I stopped in the recent past,I stopped in the recent past,Yes,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,I don't know,Yes
R_2xxvsVGQ2kSdXpV,35 - 44 years,No,White or Caucasian,High school diploma or GED,"$25,000 - $49,999",Female,heterosexual (straight),Ohio,2,3,5 - 10 times per month,No,No,No,Yes,Yes,,I don't know,Yes if consumers get part of the profit,I don't know,I don't know,Yes
R_3I9nHVMo3pyWm6J,25 - 34 years,No,White or Caucasian,Bachelor's degree,"$50,000 - $74,999",Female,heterosexual (straight),New York,2,2,5 - 10 times per month,No,No,Yes,No,No,"Lost a job ,Moved place of residence",Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,Yes,Yes
R_5dmJgeTDHRMEFTH,55 - 64 years,No,White or Caucasian,High school diploma or GED,"$150,000 or more",Male,heterosexual (straight),Pennsylvania,1 (just me!),2,Less than 5 times per month,No,No,No,No,No,,Yes,Yes,Yes,Yes,Yes
R_2Ehm9Yqn76kYwsA,25 - 34 years,No,White or Caucasian,Bachelor's degree,"$25,000 - $49,999",Female,LGBTQ+,Wisconsin,1 (just me!),1 (just me!),Less than 5 times per month,No,No,Yes,No,No,Lost a job ,Yes if I get part of the profit,No,Yes,No,Yes
R_1K3XYuvFofXLIzN,55 - 64 years,No,White or Caucasian,High school diploma or GED,"Less than $25,000",Female,LGBTQ+,California,1 (just me!),2,Less than 5 times per month,Yes,Yes,Yes,No,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,No,I don't know
R_3CVMAH13SNAWjLZ,45 - 54 years,Yes,White or Caucasian,High school diploma or GED,"$50,000 - $74,999",Female,heterosexual (straight),Maine,3,3,Less than 5 times per month,Yes,No,No,Yes,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,I don't know,No,Yes
R_12mMk3Dq3Oo4HJb,45 - 54 years,No,White or Caucasian,High school diploma or GED,"$25,000 - $49,999",Male,heterosexual (straight),Ohio,2,4+,5 - 10 times per month,No,Yes,No,No,No,Lost a job ,No,No,No,Yes,Yes
R_2z7rLZb69WuqDdf,45 - 54 years,No,Black or African American,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$100,000 - $149,999",Female,heterosexual (straight),North Carolina,2,4+,More than 10 times per month,No,No,No,Yes,No,,No,No,No,No,Yes
R_3Gr02vFv0h79T4p,25 - 34 years,No,Asian,High school diploma or GED,"$50,000 - $74,999",Female,LGBTQ+,California,1 (just me!),3,5 - 10 times per month,No,No,No,No,No,,No,No,No,No,Yes
R_2CVxHRKIkQ8pd1C,55 - 64 years,No,White or Caucasian,High school diploma or GED,"$75,000 - $99,999",Male,heterosexual (straight),Missouri,1 (just me!),2,Less than 5 times per month,No,No,No,No,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,No,No,Yes
R_3J8UIMbwljBx6df,25 - 34 years,No,White or Caucasian,Bachelor's degree,"$50,000 - $74,999",Female,heterosexual (straight),Pennsylvania,2,4+,More than 10 times per month,No,No,Yes,No,No,Became pregnant,Yes if I get part of the profit,Yes if consumers get part of the profit,I don't know,Yes,Yes
R_1mEmb9jWLRYCU4e,45 - 54 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$75,000 - $99,999",Female,heterosexual (straight),Mississippi,2,2,5 - 10 times per month,No,No,No,No,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,Yes,Yes
R_3DpwSHZQO8nhZy6,45 - 54 years,No,White or Caucasian,Bachelor's degree,"$50,000 - $74,999",Male,heterosexual (straight),Ohio,1 (just me!),4+,Less than 5 times per month,Yes,Yes,Yes,No,No,,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,Yes,Yes
R_3L8dgu12mdk2UVH,55 - 64 years,No,White or Caucasian,Bachelor's degree,"Less than $25,000",Female,heterosexual (straight),New Hampshire,1 (just me!),1 (just me!),Less than 5 times per month,No,No,No,No,No,Lost a job ,Yes if I get part of the profit,Yes if consumers get part of the profit,I don't know,I don't know,Yes
R_czHyAR1xMvT2FbP,55 - 64 years,No,White or Caucasian,High school diploma or GED,"$50,000 - $74,999",Female,LGBTQ+,New York,1 (just me!),2,Less than 5 times per month,No,Yes,No,No,No,,No,No,I don't know,No,Yes
R_8wRttNX3JNWugRr,55 - 64 years,No,White or Caucasian,Bachelor's degree,"$50,000 - $74,999",Female,heterosexual (straight),Michigan,1 (just me!),1 (just me!),Less than 5 times per month,Yes,No,Yes,No,No,,Yes,Yes,Yes,Yes,Yes
R_2ugDyrE1yi1FjvH,45 - 54 years,No,Asian,Bachelor's degree,"$150,000 or more",Male,heterosexual (straight),Nebraska,4+,4+,Less than 5 times per month,No,No,No,No,No,,No,No,No,No,No
R_1C4nKyrv0w2thJn,55 - 64 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$100,000 - $149,999",Female,heterosexual (straight),Georgia,3,4+,More than 10 times per month,No,No,No,No,No,"Lost a job ,Moved place of residence",Yes if I get part of the profit,Yes if consumers get part of the profit,I don't know,No,Yes
R_V416ZQ4Q4ElD1yF,35 - 44 years,No,White or Caucasian,Bachelor's degree,"Less than $25,000",Male,heterosexual (straight),Texas,1 (just me!),1 (just me!),Less than 5 times per month,I stopped in the recent past,I stopped in the recent past,I stopped in the recent past,No,No,Lost a job ,Yes,Yes,Yes,Yes,Yes
R_vD2O13NgdnWBXMt,65 and older,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$50,000 - $74,999",Female,heterosexual (straight),New Jersey,2,2,Less than 5 times per month,No,No,No,Yes,No,,No,No,No,No,No
R_30608xSlGTOqDvx,35 - 44 years,No,Asian,High school diploma or GED,"$100,000 - $149,999",Male,heterosexual (straight),South Carolina,2,4+,More than 10 times per month,No,No,Yes,No,No,,No,No,Yes,Yes,Yes
R_1IaYiTSaUaD2W2i,25 - 34 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$50,000 - $74,999",Female,LGBTQ+,Kansas,1 (just me!),1 (just me!),Less than 5 times per month,Yes,No,Yes,No,No,,No,No,No,No,I don't know
R_1Nm3YmRfVbFlyxr,45 - 54 years,No,White or Caucasian,Bachelor's degree,"$100,000 - $149,999",Male,heterosexual (straight),Indiana,1 (just me!),2,Less than 5 times per month,No,No,No,No,No,,No,No,I don't know,No,No
